City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,klyuchi,52.2667,79.1667,252.15,97,65,2.31,RU,1704821255
367,luderitz,-26.6481,15.1594,293.64,71,16,10.6,NA,1704821257
368,papao,-17.75,-149.55,299.97,81,69,4.9,PF,1704821258
369,paracuru,-3.41,-39.0306,302.1,60,43,5.82,BR,1704821260
370,alliance,40.9153,-81.1059,277.54,95,100,9.67,US,1704821040
371,akureyri,65.6835,-18.0878,280.11,65,0,9.26,IS,1704821263
372,genteng,-8.3667,114.15,297.49,95,98,1.09,ID,1704821265
373,cumbum,9.7333,77.3,294.85,98,100,2.15,IN,1704821266
374,susuman,62.7833,148.1667,234.25,99,99,0.45,RU,1704821267
375,mamuju,-2.6748,118.8885,299.01,86,100,2.14,ID,1704821269
376,inarajan village,13.2736,144.7484,300.69,92,48,9.73,GU,1704821270
377,onega,63.9061,38.1404,256.75,97,99,0.84,RU,1704821272
378,la'ie,21.6477,-157.9253,298.13,96,93,6.29,US,1704821276
379,waliso,8.5333,37.9833,292.49,48,95,1.41,ET,1704821277
380,arica,-18.475,-70.3042,301.9,69,67,3.78,CL,1704821228
381,toumodi,6.5613,-5.0158,307.29,35,62,3.43,CI,1704821280
382,dompu,-8.5356,118.4622,298.64,91,100,0.79,ID,1704821282
383,narvik,68.4384,17.4272,277.81,100,100,3.51,NO,1704821285
384,semey,50.4111,80.2275,261.15,78,100,3.71,KZ,1704821286
385,mount pearl,47.5166,-52.7813,270.45,64,97,4.92,CA,1704821288
386,yaren,-0.5472,166.916,301.74,76,100,3.84,NR,1704821289
387,sittwe,20.15,92.9,291.98,65,22,5.57,MM,1704821291
388,tambacounda,13.7539,-13.7586,309.16,8,100,0.49,SN,1704821292
389,zychlin,52.244,19.6261,264.87,75,1,1.4,PL,1704821294
390,dullewala,31.8359,71.4362,286.21,33,0,1.1,PK,1704821295
391,grange,-34.9,138.4833,290.76,80,0,3.6,AU,1704821297
392,belgrade,44.804,20.4651,270.05,96,40,2.57,RS,1704821298
393,labytnangi,66.6572,66.4183,238.52,94,27,1.27,RU,1704821300
394,sao gabriel da cachoeira,-0.1303,-67.0892,306.04,62,40,1.03,BR,1704821301
395,birobidzhan,48.8,132.95,245.83,95,8,2.14,RU,1704821302
396,petropavlovsk-kamchatsky,53.0452,158.6483,255.62,77,75,2.68,RU,1704821304
397,chibougamau,49.9168,-74.3659,255.94,85,75,4.12,CA,1704821305
398,korhogo,9.45,-5.6333,309.15,12,1,1.63,CI,1704821307
399,poronaysk,49.2167,143.1167,252.48,93,97,2.79,RU,1704821309
400,ceelbuur,4.685,46.6176,299.58,38,62,7.55,SO,1704821310
401,champerico,14.3,-91.9167,307.45,52,2,3.45,GT,1704821312
402,fort mcmurray,56.7268,-111.381,245.92,76,75,2.06,CA,1704821313
403,antonio enes,-16.2325,39.9086,300.72,86,98,3.39,MZ,1704821315
404,kerema,-7.9631,145.7785,298.64,92,93,2.9,PG,1704821316
405,hadibu,12.65,54.0333,297.44,69,47,8.8,YE,1704821318
406,la palma,33.8464,-118.0467,289.28,41,20,2.57,US,1704821319
407,bien hoa,10.95,106.8167,300.14,78,67,2.78,VN,1704821320
408,point pedro,9.8167,80.2333,299.41,78,100,7.36,LK,1704821322
409,pisco,-13.7,-76.2167,297.6,78,0,3.6,PE,1704821323
410,nishinoomote,30.7333,131.0,289.12,73,99,3.61,JP,1704821325
411,centenario,-38.8043,-68.14,301.01,21,0,2.57,AR,1704821326
412,okhotsk,59.3833,143.3,240.45,83,52,3.98,RU,1704821328
413,pa daet,19.5049,99.9924,293.86,71,2,0.18,TH,1704821329
414,queenstown,-31.8976,26.8753,293.68,77,80,6.14,ZA,1704821331
415,puerto escondido,15.85,-97.0667,303.61,70,75,3.09,MX,1704821332
416,severobaykal'sk,55.65,109.3167,256.76,93,99,1.27,RU,1704821334
417,kavieng,-2.5744,150.7967,300.98,78,83,2.01,PG,1704821335
418,port isabel,26.0734,-97.2086,291.17,31,0,10.29,US,1704821101
419,talnakh,69.4865,88.3972,254.93,82,100,1.72,RU,1704821338
420,sechura,-5.5569,-80.8222,301.97,51,50,2.95,PE,1704821340
421,chiang saen,20.2751,100.0869,293.04,65,6,0.96,TH,1704821341
422,aleg,17.0481,-13.9209,306.89,7,100,2.09,MR,1704821343
423,sikandra rao,27.7,78.4,284.95,58,1,3.42,IN,1704821344
424,tete,-16.1564,33.5867,298.88,90,100,2.45,MZ,1704821345
425,leticia,-4.2153,-69.9406,304.18,66,40,3.09,CO,1704821347
426,wuwei,37.9281,102.6414,271.58,24,0,1.02,CN,1704821348
427,gwanda,-20.9333,29.0,300.01,44,97,2.74,ZW,1704821350
428,laurel,39.0993,-76.8483,281.37,94,100,6.17,US,1704821354
429,dipayal,29.2608,80.94,284.42,41,0,1.82,NP,1704821359
430,celestun,20.8667,-90.4,300.13,71,72,5.37,MX,1704821362
431,chibuto,-24.6867,33.5306,297.93,69,5,4.46,MZ,1704821363
432,gaomi,36.3833,119.7528,270.52,70,5,3.89,CN,1704821156
433,bikenibeu village,1.3673,173.1241,299.13,94,75,0.0,KI,1704821366
434,antigonish,45.6169,-61.9986,270.27,75,56,2.24,CA,1704821367
435,benguela,-12.5763,13.4055,300.43,68,79,1.68,AO,1704821368
436,borogontsy,62.6683,131.1683,224.21,100,80,1.71,RU,1704821370
437,radnevo,42.3,25.9333,271.41,65,100,5.26,BG,1704821372
438,maputo,-25.9653,32.5892,299.97,69,40,4.12,MZ,1704821374
439,vuktyl,63.8567,57.3094,241.01,100,89,1.03,RU,1704821375
440,makar'yev,57.8797,43.8069,251.77,100,96,1.1,RU,1704821376
441,manaure,11.7751,-72.4445,303.52,54,79,11.98,CO,1704821378
442,galesong,-5.3166,119.3661,298.16,81,100,2.54,ID,1704821379
443,itanhem,-17.1664,-40.33,305.03,56,40,2.31,BR,1704821380
444,viedma,-40.8135,-62.9967,295.97,24,0,9.39,AR,1704821277
445,ain taya,36.7933,3.2869,287.06,58,40,2.57,DZ,1704821383
446,vizinga,61.0749,50.1031,245.74,100,39,1.48,RU,1704821384
447,zaozersk,69.4005,32.4476,262.21,89,100,1.75,RU,1704821387
448,ivdel',60.6911,60.4206,253.72,91,99,1.79,RU,1704821388
449,rio bueno,-40.3167,-72.9667,291.54,33,2,2.91,CL,1704821389
450,shenjiamen,29.9576,122.298,283.59,75,65,7.62,CN,1704821391
451,grand falls-windsor,48.9332,-55.6649,270.1,56,5,4.02,CA,1704821392
452,bahia de caraquez,-0.6,-80.4167,300.25,88,99,1.01,EC,1704821393
453,saint-pierre,-21.3393,55.4781,298.97,89,75,9.77,RE,1704821394
454,lesogorsk,56.0458,99.5136,262.55,92,53,3.13,RU,1704821396
455,kapuskasing,49.4169,-82.4331,261.2,85,100,3.6,CA,1704821523
456,brisas de zicatela,15.8369,-97.0419,303.44,70,75,3.09,MX,1704821700
457,ndele,8.4109,20.6473,299.9,14,1,1.72,CF,1704821702
458,fuglafjordur,62.244,-6.814,277.41,73,20,2.79,FO,1704821704
459,meadow lakes,61.6247,-149.6011,266.28,90,0,0.0,US,1704821705
460,solleftea,63.1667,17.2667,278.07,94,100,7.47,SE,1704821707
461,colchani,-20.3,-66.9333,295.45,16,16,3.2,BO,1704821710
462,cidade velha,14.9167,-23.6167,299.41,41,75,8.23,CV,1704821712
463,idri,27.5,13.2667,285.04,22,0,3.03,LY,1704821715
464,kapa'a,22.0752,-159.319,295.33,73,40,3.6,US,1704821716
465,apaseo el alto,20.45,-100.6167,290.12,31,96,3.24,MX,1704821718
466,aykhal,66.0,111.5,241.29,100,96,2.02,RU,1704821720
467,mili,6.0815,171.735,300.34,81,100,9.88,MH,1704821721
468,pekanbaru,0.5333,101.45,297.33,100,40,3.09,ID,1704821723
469,amble,55.3333,-1.5833,277.23,70,100,5.14,GB,1704821725
470,darwin,-12.4611,130.8418,300.31,92,100,1.54,AU,1704821486
471,san giorgio di nogaro,45.8336,13.2158,278.37,53,20,3.6,IT,1704821728
472,campbell,38.9501,-84.3833,282.4,69,100,2.06,US,1704821730
473,skeldon,5.8833,-57.1333,301.96,70,92,4.01,GY,1704821731
474,hobyo,5.3505,48.5268,298.48,78,5,10.21,SO,1704821733
475,porirua,-41.1333,174.85,288.06,92,99,2.07,NZ,1704821734
476,yeppoon,-23.1333,150.7333,298.03,84,97,3.59,AU,1704821737
477,dryden,49.7833,-92.7503,262.31,92,100,2.57,CA,1704821739
478,benin city,6.335,5.6275,302.55,60,22,3.63,NG,1704821740
479,santa ana,33.7456,-117.8678,289.94,40,0,2.57,US,1704822043
480,labrador city,52.9463,-66.9114,253.1,65,75,4.63,CA,1704822044
481,altay,47.8667,88.1167,269.35,96,100,1.39,CN,1704822045
482,baranchinskiy,58.1617,59.6991,251.57,95,100,2.37,RU,1704822047
483,kirakira,-10.4544,161.9205,299.88,84,96,0.11,SB,1704822048
484,kamaishi,39.2667,141.8833,275.31,73,42,2.46,JP,1704822050
485,fada,9.5667,8.3,297.42,14,3,0.16,NG,1704822051
486,mitsamiouli,-11.3847,43.2844,301.05,73,68,1.16,KM,1704822052
487,sosnovka,56.255,51.2842,254.61,99,95,2.05,RU,1704822054
488,broken hill,-31.95,141.4333,297.76,50,3,2.59,AU,1704822055
489,kampong chhnang,12.1667,104.55,298.67,63,44,1.15,KH,1704822057
490,namtsy,62.7161,129.6658,221.91,100,84,1.09,RU,1704822058
491,kununurra,-15.7667,128.7333,300.14,89,100,0.0,AU,1704822059
492,gbarnga,6.9956,-9.4722,301.36,59,83,2.69,LR,1704822060
493,petauke,-14.2426,31.3253,293.13,97,100,0.73,ZM,1704822062
494,alpena,45.0617,-83.4327,274.33,100,100,5.14,US,1704822063
495,tual,-5.6667,132.75,301.1,81,100,8.52,ID,1704822065
496,pakxan,18.3778,103.6601,294.96,71,1,1.9,LA,1704822067
497,musanze,-1.4998,29.635,289.74,80,97,1.13,RW,1704822011
498,la reforma,25.0833,-108.05,291.57,35,71,2.49,MX,1704822070
499,ulladulla,-35.35,150.4667,291.09,94,44,1.86,AU,1704822072
500,avigliana,45.0771,7.3986,277.78,76,100,1.05,IT,1704822074
501,qamdo,31.1667,97.2333,265.54,23,0,1.88,CN,1704822075
502,atlantic,39.4668,-74.6663,282.04,92,100,6.69,US,1704822077
503,maile,-38.9466,-72.3727,292.49,24,0,3.44,CL,1704822079
504,ghat,24.9647,10.1728,288.46,18,1,2.77,LY,1704822080
505,acarau,-2.8856,-40.12,303.99,59,79,7.41,BR,1704822082
506,cockburn town,21.4612,-71.1419,298.81,81,11,10.97,TC,1704822083
507,tyuratam,45.6507,63.3156,275.61,76,86,4.64,KZ,1704822085
508,bumba,2.1833,22.4667,299.4,39,98,0.38,CD,1704822387
509,el bolson,-41.9667,-71.5167,294.16,29,9,3.0,AR,1704822388
510,zhezqazghan,47.7833,67.7667,269.22,97,100,3.33,KZ,1704822389
511,nushki,29.5542,66.0215,282.8,44,2,0.87,PK,1704822391
512,taroa,8.7058,171.2275,300.1,69,80,10.11,MH,1704822392
513,quellon,-43.1167,-73.6167,287.46,51,57,5.28,CL,1704822394
514,qianzhou,28.3167,109.7167,283.58,84,39,1.92,CN,1704822396
515,iwanai,42.9744,140.5089,268.83,73,98,5.93,JP,1704822397
516,hammerfest,70.6634,23.6821,275.4,87,75,3.09,NO,1704822361
517,montescaglioso,40.5522,16.6669,282.03,85,91,3.85,IT,1704822400
518,mount darwin,-16.7725,31.5838,294.07,95,92,1.0,ZW,1704822402
519,carutapera,-1.195,-46.02,303.52,60,84,4.14,BR,1704822403
520,turiacu,-1.6633,-45.3717,305.02,49,93,3.93,BR,1704822404
521,kalemie,-5.9475,29.1947,295.14,89,52,2.67,CD,1704822406
522,salahonda,2.1019,-78.7217,299.64,85,94,6.24,CO,1704822407
523,palmerston north,-40.35,175.6167,289.29,89,75,2.93,NZ,1704822409
524,ust'-kut,56.7938,105.7672,265.06,90,91,4.47,RU,1704822411
525,koungou,-12.7336,45.2042,301.49,74,98,3.3,YT,1704822412
526,raduzhnyy,62.0961,77.475,243.47,99,44,2.63,RU,1704822414
527,trapani,37.8333,12.6667,285.2,94,40,3.09,IT,1704822415
528,kaa-khem,51.6833,94.7333,261.09,96,99,0.94,RU,1704822416
529,harper,4.375,-7.7169,300.42,76,89,3.59,LR,1704822418
530,fortuna,40.5982,-124.1573,283.52,96,100,0.45,US,1704822419
531,santiago de chuco,-8.15,-78.1833,290.66,60,77,0.84,PE,1704822420
532,williston,48.147,-103.618,266.1,77,91,4.2,US,1704822422
533,safi,32.1667,-8.8333,289.46,70,96,2.71,MA,1704822423
534,carencro,30.3171,-92.049,282.62,61,0,8.23,US,1704822210
535,mar del plata,-38.0023,-57.5575,302.33,56,0,7.15,AR,1704822133
536,port hedland,-20.3167,118.5667,305.18,48,53,3.6,AU,1704822428
537,maitum,6.0392,124.4986,298.9,83,76,1.99,PH,1704822429
538,tessaoua,13.7574,7.9874,298.05,8,4,4.05,NE,1704822732
539,mount pleasant,32.7941,-79.8626,294.82,92,100,9.77,US,1704822733
540,kabala,9.5833,-11.55,304.39,27,98,1.52,SL,1704822734
541,ghadamis,30.1337,9.5007,285.7,32,63,2.52,LY,1704822736
542,itaberai,-16.0203,-49.8103,298.48,77,99,1.94,BR,1704822737
543,howrah,22.5892,88.3103,290.15,88,0,0.0,IN,1704822739
544,port blair,11.6667,92.75,299.17,78,20,1.03,IN,1704822740
545,parapat,2.663,98.9349,293.68,96,100,0.87,ID,1704822742
546,catole do rocha,-6.3439,-37.7467,309.1,26,13,2.86,BR,1704822743
547,bilgoraj,50.5411,22.722,265.65,77,0,0.15,PL,1704822745
548,comodoro rivadavia,-45.8667,-67.5,292.07,15,0,7.72,AR,1704822746
549,mangai,-4.05,19.5333,297.19,77,99,0.84,CD,1704822748
550,sur,22.5667,59.5289,295.03,43,0,3.58,OM,1704822749
551,bahia honda,22.9036,-83.1592,301.06,68,99,7.59,CU,1704822751
552,lammi,61.0833,25.0167,274.63,99,100,3.69,FI,1704822753
553,dikhil,11.5,42.1667,294.0,54,2,5.33,DJ,1704822755
554,bridgewater,44.3835,-64.5155,272.41,55,17,6.69,CA,1704822756
555,songea,-10.6833,35.65,292.17,96,93,0.77,TZ,1704822758
556,santarem,-2.4431,-54.7083,304.22,66,75,6.17,BR,1704822759
557,cajaruro,-5.7364,-78.4256,300.67,72,97,2.62,PE,1704822761
558,thinadhoo,0.5333,72.9333,300.58,79,37,3.05,MV,1704822762
559,southport,53.6478,-3.0065,276.12,72,20,6.69,GB,1704822764
560,camiri,-20.05,-63.5167,309.03,41,20,1.54,BO,1704822765
561,minas de marcona,-15.2119,-75.1103,296.95,58,97,6.9,PE,1704822766
562,kagizman,40.1567,43.1342,278.3,93,100,2.58,TR,1704822768
563,vila velha,-20.3297,-40.2925,305.12,80,40,6.69,BR,1704822769
564,wyoming,43.0002,-107.5009,267.19,70,94,10.3,US,1704822771
565,koesan,36.8108,127.7947,271.7,97,100,1.49,KR,1704822772
566,pingliang,35.5392,106.6861,273.01,44,0,1.66,CN,1704822774
567,salekhard,66.53,66.6019,236.6,99,39,0.54,RU,1704822775
568,gobabis,-22.45,18.9667,300.66,38,90,4.17,NA,1704823077
569,brookings,44.3114,-96.7984,263.96,84,0,3.6,US,1704823078
570,klaksvik,62.2266,-6.589,278.66,70,19,3.11,FO,1704823079
571,nejo,9.5,35.5,290.97,44,100,1.91,ET,1704823081
572,ulaangom,49.9811,92.0667,252.22,98,80,2.6,MN,1704823082
573,auki,-8.7676,160.7034,299.31,84,78,1.43,SB,1704823084
574,de aar,-30.6497,24.0123,293.25,67,100,10.93,ZA,1704823085
